"CUST_NO","CNT_ORDER","QTY","ORDER_AMT","DC_AMT","FOOD_ORDER","FOOD_QTY","FOOD_AMT","FOOD_DC_AMT","SB_ORDER","SB_QTY","SB_AMT","SB_DC_AMT"
"202005251191",,,,,,,,,,,,
"202012016768",1,1,8900,0,1,1,8900,0,0,,,
"202006240672",,,,,,,,,,,,
"201701741199",1,1,12900,0,1,1,12900,0,0,,,
"202006333144",,,,,,,,,,,,
"201808272591",,,,,,,,,,,,
"202010306932",,,,,,,,,,,,
"202002903199",4,4,103300,1000,3,3,35300,0,0,,,
"201902326705",,,,,,,,,,,,
"202101990547",,,,,,,,,,,,
"201807302344",,,,,,,,,,,,
"202012141836",,,,,,,,,,,,
"201911142968",,,,,,,,,,,,
"202008938179",,,,,,,,,,,,
"202002720912",,,,,,,,,,,,
"202010186503",,,,,,,,,,,,
"202101685695",,,,,,,,,,,,
"201710230505",,,,,,,,,,,,
"202002878307",1,1,38000,2000,0,,,,0,,,
"201805962227",,,,,,,,,,,,
"201912425630",,,,,,,,,,,,
"202012544895",2,2,64730,2070,1,1,23660,1240,0,,,
"202101768675",,,,,,,,,,,,
"201902176732",1,1,79910,9990,0,,,,0,,,
"202012497575",,,,,,,,,,,,
"202004274044",,,,,,,,,,,,
"202007524959",,,,,,,,,,,,
"201812065320",,,,,,,,,,,,
"201810505865",,,,,,,,,,,,
"201804722627",,,,,,,,,,,,
"201709289679",,,,,,,,,,,,
"201903774963",,,,,,,,,,,,
"202012628015",1,1,32160,8040,1,1,32160,8040,1,1,32160,8040
"201810661416",1,1,8400,0,0,,,,0,,,
"201509064566",,,,,,,,,,,,
"202001682219",,,,,,,,,,,,
"201810437381",,,,,,,,,,,,
"202102881211",,,,,,,,,,,,
"202011776905",,,,,,,,,,,,
"202009223158",,,,,,,,,,,,
"201901031032",1,1,6730,0,0,,,,0,,,
"202010652430",,,,,,,,,,,,
"202101531801",,,,,,,,,,,,
"201909645296",,,,,,,,,,,,
"202003409052",2,8,12400,100,0,,,,0,,,
"201806090657",,,,,,,,,,,,
"202003098832",,,,,,,,,,,,
"202005038228",,,,,,,,,,,,
"202004225773",,,,,,,,,,,,
"201904762193",,,,,,,,,,,,
"201811967556",,,,,,,,,,,,
"202012624097",,,,,,,,,,,,
"201809398865",,,,,,,,,,,,
"202009344741",,,,,,,,,,,,
"201901165955",2,2,42800,0,0,,,,0,,,
"202008788704",1,1,204200,23800,0,,,,0,,,
"202002763772",,,,,,,,,,,,
"201904625578",1,1,24610,1290,1,1,24610,1290,0,,,
"201807196164",2,4,140420,2780,1,1,53500,0,0,,,
"202011159944",,,,,,,,,,,,
"201912456237",,,,,,,,,,,,
"202003181251",,,,,,,,,,,,
"201807238496",,,,,,,,,,,,
"201711364735",1,1,36960,2940,1,1,36960,2940,0,,,
"201812795861",,,,,,,,,,,,
"201909017368",,,,,,,,,,,,
"201901100238",,,,,,,,,,,,
"201902265164",1,5,29590,5710,1,5,29590,5710,1,5,29590,5710
"202012518376",,,,,,,,,,,,
"201701712245",,,,,,,,,,,,
"201903731025",,,,,,,,,,,,
"202012395020",,,,,,,,,,,,
"201911062890",,,,,,,,,,,,
"202012125825",,,,,,,,,,,,
"201903752192",,,,,,,,,,,,
"201910844241",1,1,51210,8690,1,1,51210,8690,0,,,
"201806051592",,,,,,,,,,,,
"202008622669",,,,,,,,,,,,
"202010434225",,,,,,,,,,,,
"201909944414",1,1,29800,0,1,1,29800,0,0,,,
"201911323253",4,12,154640,22860,4,12,154640,22860,1,7,54100,11600
"201811717189",2,2,7400,0,0,,,,0,,,
"201801514073",,,,,,,,,,,,
"202102740805",1,1,17930,6970,0,,,,0,,,
"202002819458",,,,,,,,,,,,
"202007776076",,,,,,,,,,,,
"202001557368",,,,,,,,,,,,
"201902363115",,,,,,,,,,,,
"202012600963",5,16,74940,1500,5,16,74940,1500,0,,,
"201905836790",,,,,,,,,,,,
"202003098436",1,8,55130,7770,1,8,55130,7770,1,8,55130,7770
"201911217142",1,2,9500,500,0,,,,0,,,
"201903570951",,,,,,,,,,,,
"201811804405",,,,,,,,,,,,
"201902497872",2,2,72120,14680,2,2,72120,14680,0,,,
"202002966569",,,,,,,,,,,,
"202011081506",,,,,,,,,,,,
"201911050893",,,,,,,,,,,,
"202011230530",,,,,,,,,,,,
"202006204134",,,,,,,,,,,,
"202003307424",1,1,38900,1000,1,1,38900,1000,0,,,
"201606320702",,,,,,,,,,,,
"201803736171",3,4,224330,59370,0,,,,0,,,
"201806933511",1,1,14900,0,1,1,14900,0,0,,,
"202001776813",1,1,54910,14090,0,,,,0,,,
"201810505742",4,4,36400,0,1,1,7900,0,0,,,
"201906977299",,,,,,,,,,,,
"202004395002",,,,,,,,,,,,
"201909960974",1,1,20900,0,1,1,20900,0,0,,,
"202009178999",1,1,11310,590,0,,,,0,,,
"202002000672",,,,,,,,,,,,
"201912452052",2,2,43100,0,2,2,43100,0,0,,,
"201801633945",,,,,,,,,,,,
"202012689511",,,,,,,,,,,,
"202006332628",,,,,,,,,,,,
"201801470036",1,4,23110,4990,1,4,23110,4990,1,4,23110,4990
"201901163922",,,,,,,,,,,,
"202010643613",,,,,,,,,,,,
"202004276178",,,,,,,,,,,,
"201902479510",,,,,,,,,,,,
"201909851225",,,,,,,,,,,,
"201907453402",,,,,,,,,,,,
"201910899398",1,11,62850,9650,1,11,62850,9650,1,11,62850,9650
"201902472771",1,1,12800,0,1,1,12800,0,0,,,
"201809498231",7,8,219410,22990,6,7,66070,4230,0,,,
"201812105893",,,,,,,,,,,,
"201809427871",,,,,,,,,,,,
"201905877419",,,,,,,,,,,,
"201804838356",1,8,53160,11040,1,8,53160,11040,1,8,53160,11040
"202001738721",,,,,,,,,,,,
"202003505416",1,1,1140500,129500,0,,,,0,,,
"201809600887",,,,,,,,,,,,
"201909674998",,,,,,,,,,,,
"202011023485",,,,,,,,,,,,
"201909722000",,,,,,,,,,,,
"202011147886",,,,,,,,,,,,
"201811931509",,,,,,,,,,,,
"201802623053",,,,,,,,,,,,
"202006117666",,,,,,,,,,,,
"201806003736",1,2,25460,1340,0,,,,0,,,
"201812719659",,,,,,,,,,,,
"202012470687",,,,,,,,,,,,
"201910029542",,,,,,,,,,,,
"202009416534",,,,,,,,,,,,
"202101919756",,,,,,,,,,,,
"202012695567",,,,,,,,,,,,
"202007904266",1,1,54000,0,0,,,,0,,,
"201709285334",,,,,,,,,,,,
"201805939550",,,,,,,,,,,,
"201802613422",1,1,2500,0,0,,,,0,,,
"201906076948",,,,,,,,,,,,
"201601177439",3,4,171200,3000,1,1,39900,0,0,,,
"201809496802",1,1,38250,6750,0,,,,0,,,
"201907430822",,,,,,,,,,,,
"201812740249",,,,,,,,,,,,
"202007855861",3,4,103180,6420,3,4,103180,6420,0,,,
"202010803985",,,,,,,,,,,,
"201911438537",,,,,,,,,,,,
"201906220671",,,,,,,,,,,,
"201812929640",,,,,,,,,,,,
"202010856878",,,,,,,,,,,,
"202003577300",,,,,,,,,,,,
"201906279806",,,,,,,,,,,,
"202002935292",1,1,108910,89090,0,,,,0,,,
"201812885920",,,,,,,,,,,,
"201805965723",,,,,,,,,,,,
"201909804443",,,,,,,,,,,,
"201908448044",1,1,15990,2710,1,1,15990,2710,0,,,
"201911207808",1,1,58000,1000,0,,,,0,,,
"201812803704",,,,,,,,,,,,
"202012078619",,,,,,,,,,,,
"202008577030",,,,,,,,,,,,
"201905819019",1,1,34910,4990,0,,,,0,,,
"202002823918",,,,,,,,,,,,
"202102184455",,,,,,,,,,,,
"202010429947",,,,,,,,,,,,
"201707174953",,,,,,,,,,,,
"201803861164",,,,,,,,,,,,
"201905852424",,,,,,,,,,,,
"202006376403",,,,,,,,,,,,
"202005834333",,,,,,,,,,,,
"201711390538",2,4,135340,53160,1,1,17690,1910,0,,,
"201909988835",,,,,,,,,,,,
"201906071278",,,,,,,,,,,,
"202010252389",,,,,,,,,,,,
"202010457140",,,,,,,,,,,,
"202009332043",,,,,,,,,,,,
"201807192828",,,,,,,,,,,,
"201808351244",,,,,,,,,,,,
"201812713740",,,,,,,,,,,,
"202003268436",1,1,38900,1000,0,,,,0,,,
"202010543934",,,,,,,,,,,,
"202012213742",,,,,,,,,,,,
"202008685802",1,4,42580,1020,1,1,8460,440,0,,,
"201912203114",,,,,,,,,,,,
"201803820469",,,,,,,,,,,,
"202006483887",,,,,,,,,,,,
"202001644067",2,8,55900,8280,1,4,48520,8280,1,4,48520,8280
"202010766104",,,,,,,,,,,,
"201906242201",,,,,,,,,,,,
"202012209493",,,,,,,,,,,,
"201803711350",,,,,,,,,,,,
"202012217344",,,,,,,,,,,,
"201808197724",2,2,30800,0,2,2,30800,0,0,,,
"202001058458",,,,,,,,,,,,
"201905081244",,,,,,,,,,,,
"202012225950",,,,,,,,,,,,
"202102218394",,,,,,,,,,,,
"201805976824",,,,,,,,,,,,
"201812888193",1,1,579000,20000,0,,,,0,,,
"202101902925",,,,,,,,,,,,
"201902433149",,,,,,,,,,,,
"202012570456",,,,,,,,,,,,
"201810531469",,,,,,,,,,,,
"202009247154",1,1,34910,4990,0,,,,0,,,
"201801568073",1,2,77800,2000,0,,,,0,,,
"201909941053",,,,,,,,,,,,
"201804710190",1,1,51210,2690,1,1,51210,2690,0,,,
"202003431597",,,,,,,,,,,,
"201908336470",,,,,,,,,,,,
"201904697209",,,,,,,,,,,,
"202006128746",,,,,,,,,,,,
"201712386111",,,,,,,,,,,,
"201909629930",1,1,53220,12680,0,,,,0,,,
"201911153011",,,,,,,,,,,,
"201909937935",,,,,,,,,,,,
"201803681473",1,1,862100,306900,0,,,,0,,,
"202008993439",5,8,101830,9110,2,4,41910,690,0,,,
"201903409100",,,,,,,,,,,,
"202101729723",,,,,,,,,,,,
"201808108428",2,2,88350,9650,1,1,37050,1950,0,,,
"201910099230",1,1,28520,8380,0,,,,0,,,
"201809527666",,,,,,,,,,,,
"201909635823",2,3,91160,20440,2,2,20810,490,0,,,
"201909033134",,,,,,,,,,,,
"201804728810",,,,,,,,,,,,
"201804827790",,,,,,,,,,,,
"201805914025",,,,,,,,,,,,
"201609541145",,,,,,,,,,,,
"202012062515",,,,,,,,,,,,
"201908542384",,,,,,,,,,,,
"202006481282",,,,,,,,,,,,
"202001873249",1,1,14900,0,1,1,14900,0,0,,,
"202012341162",,,,,,,,,,,,
"202001578448",,,,,,,,,,,,
"202008879960",4,5,69570,1930,4,5,69570,1930,0,,,
"201904526737",,,,,,,,,,,,
"201805932231",1,1,10600,0,1,1,10600,0,0,,,
"201807222375",,,,,,,,,,,,
"202101706148",,,,,,,,,,,,
"201812677817",,,,,,,,,,,,
"201908451034",1,6,46900,20100,1,6,46900,20100,1,6,46900,20100
"201712469393",1,1,75050,13950,0,,,,0,,,
"202003186555",,,,,,,,,,,,
"202012595555",,,,,,,,,,,,
"201906935779",,,,,,,,,,,,
"202010377696",,,,,,,,,,,,
"201902207556",,,,,,,,,,,,
"201908457164",1,2,43200,0,1,2,43200,0,0,,,
"201802623721",1,2,45800,0,1,2,45800,0,0,,,
"201911482453",,,,,,,,,,,,
"201710268758",,,,,,,,,,,,
"202008882510",,,,,,,,,,,,
"202001718638",,,,,,,,,,,,
"202002818503",,,,,,,,,,,,
"202004478496",,,,,,,,,,,,
"202002699905",,,,,,,,,,,,
"202010388748",,,,,,,,,,,,
"202008741629",,,,,,,,,,,,
"202003651788",,,,,,,,,,,,
"202006315529",,,,,,,,,,,,
"201907456057",7,9,179290,6810,4,6,46480,820,0,,,
"202012055881",,,,,,,,,,,,
"201811630685",,,,,,,,,,,,
"201910790012",,,,,,,,,,,,
"202009137182",,,,,,,,,,,,
"202001516084",1,4,54620,880,1,2,16920,880,0,,,
"201804862236",2,2,122200,15800,0,,,,0,,,
"201911255894",1,1,36860,2940,0,,,,0,,,
"202003133303",1,1,37050,1950,0,,,,0,,,
"201903621243",,,,,,,,,,,,
"202012230413",,,,,,,,,,,,
"201910909363",,,,,,,,,,,,
"202010638806",,,,,,,,,,,,
"201907357503",2,2,45110,4990,1,1,34910,4990,0,,,
"202004449516",,,,,,,,,,,,
"201802573049",,,,,,,,,,,,
"202004312494",,,,,,,,,,,,
"202006289886",,,,,,,,,,,,
"202012305029",,,,,,,,,,,,
"201901144680",,,,,,,,,,,,
"201812142290",,,,,,,,,,,,
"202003590859",2,6,146790,30410,2,2,30220,7580,0,,,
"201905071497",1,2,31360,440,1,1,8460,440,0,,,
"202010870216",,,,,,,,,,,,
"202004776824",,,,,,,,,,,,
"201911086886",,,,,,,,,,,,
"201806036356",,,,,,,,,,,,
"201901218691",3,3,172080,2720,0,,,,0,,,
"201906189695",1,1,58900,2000,1,1,58900,2000,0,,,
"201807308718",,,,,,,,,,,,
"201906975289",1,2,65800,4000,1,1,25900,4000,0,,,
"202004673977",2,5,80140,6960,0,,,,0,,,
"201909891767",1,1,46460,3440,1,1,46460,3440,0,,,
"202012358712",,,,,,,,,,,,
"201812031849",,,,,,,,,,,,
"201902418115",1,1,38800,1000,0,,,,0,,,
"202012361256",,,,,,,,,,,,
"202012445262",,,,,,,,,,,,
"202012695881",,,,,,,,,,,,
"202012223257",,,,,,,,,,,,
"202006963327",,,,,,,,,,,,
"201610548422",,,,,,,,,,,,
"201809556032",1,1,14160,740,1,1,14160,740,0,,,
"201709296939",,,,,,,,,,,,
"202007456342",1,1,10900,0,1,1,10900,0,0,,,
"202011325171",,,,,,,,,,,,
"201908615525",1,1,4900,0,0,,,,0,,,
"201807242123",,,,,,,,,,,,
"201908466237",,,,,,,,,,,,
"202101431855",,,,,,,,,,,,
"201808117636",1,1,34820,4980,0,,,,0,,,
"202004268409",2,2,27210,590,1,1,12900,0,0,,,
"202011113935",,,,,,,,,,,,
"201810621615",1,1,28880,1520,0,,,,0,,,
"201908462610",,,,,,,,,,,,
"202101838733",,,,,,,,,,,,
"202005944799",,,,,,,,,,,,
"202010474776",2,2,70790,11010,0,,,,0,,,
"202012244169",,,,,,,,,,,,
"201906994984",1,1,28900,1000,0,,,,0,,,
"202012407120",,,,,,,,,,,,
"202008041372",,,,,,,,,,,,
"201909850438",,,,,,,,,,,,
"201908530832",,,,,,,,,,,,
"201904541829",,,,,,,,,,,,
"201803770392",,,,,,,,,,,,
"201911277850",1,1,29000,0,0,,,,0,,,
"201810362499",,,,,,,,,,,,
"201704933264",,,,,,,,,,,,
"201802613427",,,,,,,,,,,,
"202007799502",,,,,,,,,,,,
"202007407989",2,8,76880,16320,1,6,52360,15040,1,6,52360,15040
"201808304606",,,,,,,,,,,,
"202009050133",,,,,,,,,,,,
