"CUST_NO","CNT_ORDER","QTY","ORDER_AMT","DC_AMT","FOOD_ORDER","FOOD_QTY","FOOD_AMT","FOOD_DC_AMT","SB_ORDER","SB_QTY","SB_AMT","SB_DC_AMT"
"201910862811",,,,,,,,,,,,
"202101123148",,,,,,,,,,,,
"201912516511",,,,,,,,,,,,
"201804829429",,,,,,,,,,,,
"202011353332",,,,,,,,,,,,
"202012328687",,,,,,,,,,,,
"201906206825",,,,,,,,,,,,
"201911458379",,,,,,,,,,,,
"201907544633",,,,,,,,,,,,
"202101958613",,,,,,,,,,,,
"202102038345",,,,,,,,,,,,
"202003293178",,,,,,,,,,,,
"201906891075",,,,,,,,,,,,
"201906026278",,,,,,,,,,,,
"201904782752",,,,,,,,,,,,
"201904664698",,,,,,,,,,,,
"201911084875",,,,,,,,,,,,
"202101111675",,,,,,,,,,,,
"201810471661",,,,,,,,,,,,
"201901229224",,,,,,,,,,,,
"202101133808",,,,,,,,,,,,
"202005923802",,,,,,,,,,,,
"202101097037",,,,,,,,,,,,
"201801628744",,,,,,,,,,,,
"202008124058",,,,,,,,,,,,
"202102037975",,,,,,,,,,,,
"201909926590",1,1,648000,1000,0,,,,0,,,
"202101808070",,,,,,,,,,,,
"202012296029",,,,,,,,,,,,
"202001658641",,,,,,,,,,,,
"202101836574",,,,,,,,,,,,
"201908366444",,,,,,,,,,,,
"201801540490",,,,,,,,,,,,
"201802551090",,,,,,,,,,,,
"201908365758",,,,,,,,,,,,
"202101743160",,,,,,,,,,,,
"201912514721",,,,,,,,,,,,
"202101957223",,,,,,,,,,,,
"202101742130",,,,,,,,,,,,
"202101108734",,,,,,,,,,,,
"202008065861",,,,,,,,,,,,
"201810583006",,,,,,,,,,,,
"202101417890",,,,,,,,,,,,
"201902476931",,,,,,,,,,,,
"202008677297",,,,,,,,,,,,
"201705054851",,,,,,,,,,,,
"201911337379",,,,,,,,,,,,
"202101107997",,,,,,,,,,,,
"201906203820",,,,,,,,,,,,
"201908350248",,,,,,,,,,,,
"202009206251",,,,,,,,,,,,
"202101106266",,,,,,,,,,,,
"202102826296",,,,,,,,,,,,
"201911093510",,,,,,,,,,,,
"201809548296",,,,,,,,,,,,
"202001712677",,,,,,,,,,,,
"202101096893",,,,,,,,,,,,
"202101112066",,,,,,,,,,,,
"202003227295",,,,,,,,,,,,
"201803759783",,,,,,,,,,,,
"201912585784",,,,,,,,,,,,
"202010524694",,,,,,,,,,,,
"202009204741",,,,,,,,,,,,
"202012351660",,,,,,,,,,,,
"201910830283",3,7,130290,8190,2,6,71390,7190,0,,,
"202009398051",,,,,,,,,,,,
"202101054208",,,,,,,,,,,,
"201709268368",,,,,,,,,,,,
"201909801740",,,,,,,,,,,,
"201807278625",,,,,,,,,,,,
"202101809486",,,,,,,,,,,,
"201905950931",,,,,,,,,,,,
"202101934362",,,,,,,,,,,,
"201806016384",,,,,,,,,,,,
"201901146704",,,,,,,,,,,,
"201804890471",,,,,,,,,,,,
"202010770027",,,,,,,,,,,,
"202003356388",,,,,,,,,,,,
"202012706163",,,,,,,,,,,,
"201905091447",,,,,,,,,,,,
"202009101729",,,,,,,,,,,,
"202102877591",,,,,,,,,,,,
"201907279336",,,,,,,,,,,,
"202003321216",,,,,,,,,,,,
"201805040698",,,,,,,,,,,,
"202002948866",,,,,,,,,,,,
"201812153266",,,,,,,,,,,,
"201903791026",,,,,,,,,,,,
"202006863736",,,,,,,,,,,,
"201812919629",,,,,,,,,,,,
"202010737715",,,,,,,,,,,,
"202101935765",,,,,,,,,,,,
"202011382592",1,1,26900,2000,0,,,,0,,,
"201910103577",,,,,,,,,,,,
"201907399067",,,,,,,,,,,,
"202011669780",,,,,,,,,,,,
"202009146714",,,,,,,,,,,,
"202012197808",,,,,,,,,,,,
"201904765153",,,,,,,,,,,,
"202008009280",,,,,,,,,,,,
"202012928851",,,,,,,,,,,,
"202011808553",,,,,,,,,,,,
"202101132840",,,,,,,,,,,,
"202012053041",,,,,,,,,,,,
"202102838681",,,,,,,,,,,,
"202010714535",,,,,,,,,,,,
"201804856585",,,,,,,,,,,,
"201906052906",,,,,,,,,,,,
"201902285239",,,,,,,,,,,,
"202101810164",,,,,,,,,,,,
"202101937820",,,,,,,,,,,,
"202008818931",,,,,,,,,,,,
"202012187301",,,,,,,,,,,,
"201907416358",,,,,,,,,,,,
"201704864565",,,,,,,,,,,,
"202101742832",,,,,,,,,,,,
"202009265593",,,,,,,,,,,,
"201806903493",,,,,,,,,,,,
"202002812550",,,,,,,,,,,,
"201906082835",,,,,,,,,,,,
"201909891184",,,,,,,,,,,,
"201906192185",,,,,,,,,,,,
"202012603684",,,,,,,,,,,,
"202002177156",,,,,,,,,,,,
"202003168844",,,,,,,,,,,,
"202012204189",,,,,,,,,,,,
"201911269304",,,,,,,,,,,,
"201812112948",,,,,,,,,,,,
"201809600345",,,,,,,,,,,,
"201811802876",,,,,,,,,,,,
"202101437042",,,,,,,,,,,,
"201910055272",,,,,,,,,,,,
"201903541083",,,,,,,,,,,,
"202006436956",,,,,,,,,,,,
"202012693742",,,,,,,,,,,,
"201812749367",1,1,15660,1740,0,,,,0,,,
"201904787248",,,,,,,,,,,,
"201906983110",,,,,,,,,,,,
"201809389904",,,,,,,,,,,,
"201906926629",,,,,,,,,,,,
"201905810513",,,,,,,,,,,,
"201910870054",,,,,,,,,,,,
"202102843606",,,,,,,,,,,,
"202101934927",,,,,,,,,,,,
"201907461256",4,4,108000,31600,0,,,,0,,,
"202101741803",,,,,,,,,,,,
"201911411502",,,,,,,,,,,,
"201811647882",,,,,,,,,,,,
"202102207742",,,,,,,,,,,,
"202004280071",,,,,,,,,,,,
"201805896770",,,,,,,,,,,,
"201902237686",,,,,,,,,,,,
"201807124983",,,,,,,,,,,,
"201805902485",,,,,,,,,,,,
"201808285165",,,,,,,,,,,,
"202101783511",,,,,,,,,,,,
"201901225377",,,,,,,,,,,,
"202102038127",,,,,,,,,,,,
"202005198794",,,,,,,,,,,,
"202005909470",,,,,,,,,,,,
"201905984331",,,,,,,,,,,,
"202101914657",,,,,,,,,,,,
"201812116542",,,,,,,,,,,,
"201911459508",,,,,,,,,,,,
"202004531208",1,1,237000,1000,0,,,,0,,,
"201909627082",,,,,,,,,,,,
"202101783846",,,,,,,,,,,,
"201809355372",1,1,3710,190,1,1,3710,190,0,,,
"202101132743",,,,,,,,,,,,
"202002960841",,,,,,,,,,,,
"201810459658",,,,,,,,,,,,
"201708134917",,,,,,,,,,,,
"202101848063",,,,,,,,,,,,
"202101454028",,,,,,,,,,,,
"202012922283",,,,,,,,,,,,
"201810367850",,,,,,,,,,,,
"202010708704",,,,,,,,,,,,
"202005690645",,,,,,,,,,,,
"201906285679",,,,,,,,,,,,
"202102207422",,,,,,,,,,,,
"201908637663",,,,,,,,,,,,
"202011837515",,,,,,,,,,,,
"202101742853",,,,,,,,,,,,
"202001026928",,,,,,,,,,,,
"201912500760",,,,,,,,,,,,
"202001583422",,,,,,,,,,,,
"201907410135",,,,,,,,,,,,
"201907465732",,,,,,,,,,,,
"202012036651",,,,,,,,,,,,
"201909989289",,,,,,,,,,,,
"201910726677",,,,,,,,,,,,
"202005937655",,,,,,,,,,,,
"202006032297",,,,,,,,,,,,
"202009595273",,,,,,,,,,,,
"202101808995",,,,,,,,,,,,
"201910005435",,,,,,,,,,,,
"201907410423",,,,,,,,,,,,
"202006959616",,,,,,,,,,,,
"202012042367",,,,,,,,,,,,
"201906015756",,,,,,,,,,,,
"201810418296",,,,,,,,,,,,
"201903668091",,,,,,,,,,,,
"201909964678",,,,,,,,,,,,
"201908401701",,,,,,,,,,,,
"201802675102",,,,,,,,,,,,
"202004737348",,,,,,,,,,,,
"201801615746",,,,,,,,,,,,
"201807262174",,,,,,,,,,,,
"202101112647",,,,,,,,,,,,
"202101809845",,,,,,,,,,,,
"202101110330",,,,,,,,,,,,
"202012281865",,,,,,,,,,,,
"201904818476",,,,,,,,,,,,
"201806994583",,,,,,,,,,,,
"201711334364",,,,,,,,,,,,
"202101097918",,,,,,,,,,,,
"202012420129",,,,,,,,,,,,
"202011818076",,,,,,,,,,,,
"202011062560",,,,,,,,,,,,
"202101783145",,,,,,,,,,,,
"201812061376",,,,,,,,,,,,
"201710205172",,,,,,,,,,,,
"201904657328",,,,,,,,,,,,
"201808316245",,,,,,,,,,,,
"201807121796",,,,,,,,,,,,
"202012638954",,,,,,,,,,,,
"202101744369",,,,,,,,,,,,
"202006333597",,,,,,,,,,,,
"202101132911",,,,,,,,,,,,
"201812767148",,,,,,,,,,,,
"202010248412",1,1,15900,3000,1,1,15900,3000,0,,,
"201809535507",,,,,,,,,,,,
"202008777693",,,,,,,,,,,,
"202101806703",,,,,,,,,,,,
"202101105961",,,,,,,,,,,,
"201911121169",,,,,,,,,,,,
"202003416586",,,,,,,,,,,,
"202010240989",,,,,,,,,,,,
"202003597942",,,,,,,,,,,,
"201902489542",,,,,,,,,,,,
"201909764471",,,,,,,,,,,,
"201806002803",1,1,32900,1000,1,1,32900,1000,0,,,
"202009145474",,,,,,,,,,,,
"201810484283",,,,,,,,,,,,
"202008875216",,,,,,,,,,,,
"202012573807",,,,,,,,,,,,
"202102036933",1,1,24210,4690,0,,,,0,,,
"202102036095",,,,,,,,,,,,
"202001574871",,,,,,,,,,,,
"202006051092",,,,,,,,,,,,
"202102035982",,,,,,,,,,,,
"202101044764",,,,,,,,,,,,
"201710234012",,,,,,,,,,,,
"202101044035",,,,,,,,,,,,
"201807064848",,,,,,,,,,,,
"201910811502",,,,,,,,,,,,
"201907297026",,,,,,,,,,,,
"202003625184",,,,,,,,,,,,
"201911276883",,,,,,,,,,,,
"202101958871",,,,,,,,,,,,
"201906001364",,,,,,,,,,,,
"202003395526",,,,,,,,,,,,
"202012650362",1,1,6900,0,0,,,,0,,,
"201903801955",,,,,,,,,,,,
"202010573609",,,,,,,,,,,,
"201905829734",,,,,,,,,,,,
"202011966849",,,,,,,,,,,,
"201903419569",,,,,,,,,,,,
"202009627210",,,,,,,,,,,,
"201810385532",,,,,,,,,,,,
"201904602595",,,,,,,,,,,,
"201810372978",,,,,,,,,,,,
"202101809259",,,,,,,,,,,,
"202011668702",,,,,,,,,,,,
"202008918003",,,,,,,,,,,,
"201901257327",,,,,,,,,,,,
"202011733330",,,,,,,,,,,,
"201706977929",,,,,,,,,,,,
"202101661426",,,,,,,,,,,,
"202003673787",,,,,,,,,,,,
"201909845620",,,,,,,,,,,,
"202101806091",,,,,,,,,,,,
"201801566406",,,,,,,,,,,,
"201902252709",,,,,,,,,,,,
"201809571698",,,,,,,,,,,,
"201912470894",,,,,,,,,,,,
"202007709308",2,3,131730,17970,0,,,,0,,,
"201902368129",,,,,,,,,,,,
"202101970336",,,,,,,,,,,,
"202006349464",,,,,,,,,,,,
"201711422494",,,,,,,,,,,,
"202101785151",,,,,,,,,,,,
"202005103277",,,,,,,,,,,,
"202004588806",,,,,,,,,,,,
"202101806353",,,,,,,,,,,,
"202003134987",,,,,,,,,,,,
"201904582554",,,,,,,,,,,,
"201811878910",,,,,,,,,,,,
"201903431192",,,,,,,,,,,,
"201908381466",,,,,,,,,,,,
"202001677856",,,,,,,,,,,,
"202010340486",,,,,,,,,,,,
"201912511180",,,,,,,,,,,,
"202004441256",,,,,,,,,,,,
"202001956121",,,,,,,,,,,,
"202101756526",3,3,67910,3790,3,3,67910,3790,0,,,
"202002799895",,,,,,,,,,,,
"202003565747",,,,,,,,,,,,
"202011684869",,,,,,,,,,,,
"202101044289",,,,,,,,,,,,
"201812920468",,,,,,,,,,,,
"202005110166",,,,,,,,,,,,
"202012631326",,,,,,,,,,,,
"202102207017",,,,,,,,,,,,
"202006973659",,,,,,,,,,,,
"201708152437",,,,,,,,,,,,
"202010451120",,,,,,,,,,,,
"202012413265",,,,,,,,,,,,
"202012372908",,,,,,,,,,,,
"202101806933",,,,,,,,,,,,
"201805980984",,,,,,,,,,,,
"201911391957",1,1,32900,1000,1,1,32900,1000,0,,,
"201908585369",,,,,,,,,,,,
"202004222852",,,,,,,,,,,,
"201807147391",,,,,,,,,,,,
"201807091093",,,,,,,,,,,,
"202005780420",,,,,,,,,,,,
"201908647934",,,,,,,,,,,,
"202012131306",,,,,,,,,,,,
"202101930204",,,,,,,,,,,,
"202101784943",,,,,,,,,,,,
"202102036960",,,,,,,,,,,,
"202007854476",,,,,,,,,,,,
"202004640253",,,,,,,,,,,,
"202101645069",,,,,,,,,,,,
"202101816192",,,,,,,,,,,,
"202101783504",,,,,,,,,,,,
"202009623560",1,1,58900,2000,1,1,58900,2000,0,,,
"202001902646",,,,,,,,,,,,
"202006869946",,,,,,,,,,,,
"202101097642",,,,,,,,,,,,
"202012489696",,,,,,,,,,,,
"201810516340",,,,,,,,,,,,
"202101044002",,,,,,,,,,,,
"201804807908",,,,,,,,,,,,
"201903534364",,,,,,,,,,,,
"201810603865",,,,,,,,,,,,
"202011219983",,,,,,,,,,,,
"201912590111",,,,,,,,,,,,
"202101046566",,,,,,,,,,,,
"202101806911",,,,,,,,,,,,
"202003238419",,,,,,,,,,,,
"202001934427",,,,,,,,,,,,
"202010372062",,,,,,,,,,,,
"202001607495",,,,,,,,,,,,
"201906204590",,,,,,,,,,,,
"202012630012",,,,,,,,,,,,
"202002679775",,,,,,,,,,,,
"202101805702",,,,,,,,,,,,
"202010788392",,,,,,,,,,,,
"201908627814",,,,,,,,,,,,
"201605389583",,,,,,,,,,,,
"201901295065",,,,,,,,,,,,
"201805997644",,,,,,,,,,,,
"202101116834",,,,,,,,,,,,
"201805940104",,,,,,,,,,,,
"201908443883",,,,,,,,,,,,
"202102011539",,,,,,,,,,,,
"202001546963",,,,,,,,,,,,
"202011954577",,,,,,,,,,,,
"202102038103",,,,,,,,,,,,
"202009335494",,,,,,,,,,,,
"201811705330",,,,,,,,,,,,
"202001770400",,,,,,,,,,,,
"201810523486",,,,,,,,,,,,
"201906223020",,,,,,,,,,,,
"202101059936",,,,,,,,,,,,
"202101604629",,,,,,,,,,,,
"202003630253",,,,,,,,,,,,
"202012968856",,,,,,,,,,,,
"202101109064",,,,,,,,,,,,
"202101837710",,,,,,,,,,,,
"202010288634",,,,,,,,,,,,
"202009573812",,,,,,,,,,,,
"201810536133",,,,,,,,,,,,
"201811954221",,,,,,,,,,,,
"202101085642",,,,,,,,,,,,
"202010388765",,,,,,,,,,,,
"201907245233",,,,,,,,,,,,
"202010274345",,,,,,,,,,,,
"201808266481",,,,,,,,,,,,
"202012038121",,,,,,,,,,,,
"202012045272",,,,,,,,,,,,
"201812857604",,,,,,,,,,,,
"201705005450",,,,,,,,,,,,
"201905095432",,,,,,,,,,,,
"201912149202",,,,,,,,,,,,
"201807183205",,,,,,,,,,,,
"202006897768",,,,,,,,,,,,
"201711395050",,,,,,,,,,,,
"201707078213",,,,,,,,,,,,
"201812817559",2,3,86700,3000,0,,,,0,,,
"202101132909",,,,,,,,,,,,
"202009533488",,,,,,,,,,,,
"201805917423",,,,,,,,,,,,
"202101783826",,,,,,,,,,,,
"202101787037",,,,,,,,,,,,
"202010429800",,,,,,,,,,,,
"202009287102",,,,,,,,,,,,
"201811928200",,,,,,,,,,,,
"202101805726",,,,,,,,,,,,
"202102035823",,,,,,,,,,,,
"202101488466",,,,,,,,,,,,
"202002824989",,,,,,,,,,,,
"202012190062",,,,,,,,,,,,
"201910721377",,,,,,,,,,,,
"201802595524",,,,,,,,,,,,
"202002994986",,,,,,,,,,,,
"201906079493",,,,,,,,,,,,
"202101105559",,,,,,,,,,,,
"202005180872",,,,,,,,,,,,
"201901995543",2,2,54580,6220,2,2,54580,6220,0,,,
"201903777444",,,,,,,,,,,,
"201910772701",,,,,,,,,,,,
"202006131432",,,,,,,,,,,,
"202101743217",,,,,,,,,,,,
"202002816220",,,,,,,,,,,,
"202012506464",,,,,,,,,,,,
"201912263077",,,,,,,,,,,,
"202011717313",,,,,,,,,,,,
"201811669372",,,,,,,,,,,,
"202010324052",,,,,,,,,,,,
"202101806046",,,,,,,,,,,,
"202007504481",,,,,,,,,,,,
"201810366392",,,,,,,,,,,,
"201905851957",,,,,,,,,,,,
"202003219357",,,,,,,,,,,,
"201907362226",,,,,,,,,,,,
"202001828575",,,,,,,,,,,,
"201912548524",,,,,,,,,,,,
"201907461893",1,1,38900,1000,0,,,,0,,,
"202102035079",,,,,,,,,,,,
"201802657939",,,,,,,,,,,,
"202102734668",,,,,,,,,,,,
"202008842304",,,,,,,,,,,,
"201911093335",,,,,,,,,,,,
"202012537670",,,,,,,,,,,,
"202012285878",,,,,,,,,,,,
"202012437172",,,,,,,,,,,,
"201902351248",,,,,,,,,,,,
"201810666432",,,,,,,,,,,,
"202008074472",,,,,,,,,,,,
"201901170278",,,,,,,,,,,,
"202101809566",,,,,,,,,,,,
"201807254815",,,,,,,,,,,,
"202003345486",,,,,,,,,,,,
"202008868933",,,,,,,,,,,,
"201911258847",,,,,,,,,,,,
"202012133716",,,,,,,,,,,,
"202102150885",,,,,,,,,,,,
"201805998280",,,,,,,,,,,,
"202009395440",,,,,,,,,,,,
"202101398827",,,,,,,,,,,,
"201702782035",,,,,,,,,,,,
"202101808116",,,,,,,,,,,,
"202012720822",,,,,,,,,,,,
"201903440394",,,,,,,,,,,,
"201803754760",,,,,,,,,,,,
"202008977741",,,,,,,,,,,,
"201910867633",,,,,,,,,,,,
"202007807617",,,,,,,,,,,,
"201908667230",,,,,,,,,,,,
"202005044825",,,,,,,,,,,,
"202101109567",,,,,,,,,,,,
"201903742626",,,,,,,,,,,,
"202012316235",,,,,,,,,,,,
"201911236773",,,,,,,,,,,,
"201910095511",,,,,,,,,,,,
"201901203456",,,,,,,,,,,,
"202005050476",,,,,,,,,,,,
"202009527190",,,,,,,,,,,,
"202006305498",,,,,,,,,,,,
"202101045132",,,,,,,,,,,,
"201904595381",,,,,,,,,,,,
"201909953831",,,,,,,,,,,,
"201807212945",,,,,,,,,,,,
"202009630584",,,,,,,,,,,,
"201906089426",,,,,,,,,,,,
"202012916601",,,,,,,,,,,,
"201802524562",1,1,38900,1000,0,,,,0,,,
"202001510179",,,,,,,,,,,,
"201906908729",,,,,,,,,,,,
"201804781759",,,,,,,,,,,,
"201804767906",,,,,,,,,,,,
"201808340150",,,,,,,,,,,,
"201907264707",,,,,,,,,,,,
"202101417289",,,,,,,,,,,,
"202101781959",,,,,,,,,,,,
"201812142704",,,,,,,,,,,,
"202005748925",,,,,,,,,,,,
"202004352051",1,1,48900,1000,0,,,,0,,,
"201912391236",,,,,,,,,,,,
"202101105327",,,,,,,,,,,,
"201911192727",,,,,,,,,,,,
"202005031066",,,,,,,,,,,,
"201812091908",,,,,,,,,,,,
"201903527836",1,1,38900,1000,0,,,,0,,,
"201910933852",,,,,,,,,,,,
"202001743569",,,,,,,,,,,,
"202006391021",,,,,,,,,,,,
"202003389728",,,,,,,,,,,,
"202005170709",1,1,98000,11000,0,,,,0,,,
"202005036303",,,,,,,,,,,,
"202007732736",,,,,,,,,,,,
"201906170023",,,,,,,,,,,,
"201612734987",,,,,,,,,,,,
"201801518332",,,,,,,,,,,,
"202007428330",,,,,,,,,,,,
"202010274835",,,,,,,,,,,,
"202008574241",,,,,,,,,,,,
"202101106494",,,,,,,,,,,,
"201803818473",,,,,,,,,,,,
"202004708294",,,,,,,,,,,,
"202012689779",,,,,,,,,,,,
"202002812871",,,,,,,,,,,,
"202008647945",,,,,,,,,,,,
"202006992015",,,,,,,,,,,,
"202101087795",,,,,,,,,,,,
"202101045418",,,,,,,,,,,,
"202010642946",,,,,,,,,,,,
"202001664881",,,,,,,,,,,,
"201908344075",,,,,,,,,,,,
"202101133983",,,,,,,,,,,,
"202001874973",,,,,,,,,,,,
"202010576793",,,,,,,,,,,,
"201707112782",,,,,,,,,,,,
"202009355179",,,,,,,,,,,,
"202102036990",,,,,,,,,,,,
"202102207863",,,,,,,,,,,,
"202003656573",,,,,,,,,,,,
"202101747199",,,,,,,,,,,,
"202101105097",,,,,,,,,,,,
"202010605669",,,,,,,,,,,,
"202001600521",,,,,,,,,,,,
"201904752840",,,,,,,,,,,,
"201809620464",,,,,,,,,,,,
"201904748551",1,1,26900,2000,0,,,,0,,,
"202012463291",,,,,,,,,,,,
"201909685739",3,4,41600,0,3,4,41600,0,0,,,
"201810656246",,,,,,,,,,,,
"202005968169",,,,,,,,,,,,
"202102038025",,,,,,,,,,,,
"202101837955",,,,,,,,,,,,
"201904617909",1,3,5570,1110,1,3,5570,1110,0,,,
"202101045844",,,,,,,,,,,,
"201902311733",,,,,,,,,,,,
"202102036093",,,,,,,,,,,,
"202004369068",,,,,,,,,,,,
"202007546516",,,,,,,,,,,,
"201810619928",,,,,,,,,,,,
"202007445275",,,,,,,,,,,,
"201910845161",,,,,,,,,,,,
"202006980482",,,,,,,,,,,,
"202002019086",,,,,,,,,,,,
"202101810154",1,1,109000,0,0,,,,0,,,
"202102838502",,,,,,,,,,,,
"202101806179",,,,,,,,,,,,
"202101611785",,,,,,,,,,,,
"202004714378",,,,,,,,,,,,
"201802660757",,,,,,,,,,,,
"202101048385",,,,,,,,,,,,
"201808287881",,,,,,,,,,,,
"202101785375",,,,,,,,,,,,
"202003121887",,,,,,,,,,,,
"202101098351",,,,,,,,,,,,
"202101809683",,,,,,,,,,,,
"202001522376",,,,,,,,,,,,
"201803785611",,,,,,,,,,,,
"202011238658",,,,,,,,,,,,
"201911337456",,,,,,,,,,,,
"201912353071",,,,,,,,,,,,
"202101107129",,,,,,,,,,,,
"201909663386",,,,,,,,,,,,
"201908643262",,,,,,,,,,,,
"202007570891",,,,,,,,,,,,
"202011367822",1,1,43910,5990,0,,,,0,,,
"201810575730",,,,,,,,,,,,
"202011810151",,,,,,,,,,,,
"202101805656",,,,,,,,,,,,
"202102035751",,,,,,,,,,,,
"201903514385",,,,,,,,,,,,
"201902350553",,,,,,,,,,,,
"202010504412",,,,,,,,,,,,
"202012250666",,,,,,,,,,,,
"201907209940",,,,,,,,,,,,
"202010779610",,,,,,,,,,,,
