"CUST_NO","CNT_ORDER","QTY","ORDER_AMT","DC_AMT","FOOD_ORDER","FOOD_QTY","FOOD_AMT","FOOD_DC_AMT","SB_ORDER","SB_QTY","SB_AMT","SB_DC_AMT"
"202006227902",,,,,,,,,,,,
"202012668152",,,,,,,,,,,,
"201903789631",10,10,246650,23750,5,5,102100,0,0,,,
"202004746051",,,,,,,,,,,,
"201907283484",,,,,,,,,,,,
"202012397614",,,,,,,,,,,,
"201809584347",,,,,,,,,,,,
"202001688344",,,,,,,,,,,,
"201912177440",,,,,,,,,,,,
"201908353261",,,,,,,,,,,,
"201912293052",,,,,,,,,,,,
"201903608740",,,,,,,,,,,,
"201911366540",,,,,,,,,,,,
"201901166815",,,,,,,,,,,,
"202003390182",1,4,30160,11440,1,4,30160,11440,1,4,30160,11440
"201907343069",,,,,,,,,,,,
"202012481461",,,,,,,,,,,,
"201810541213",,,,,,,,,,,,
"202012912162",,,,,,,,,,,,
"202012446374",,,,,,,,,,,,
"201910015968",,,,,,,,,,,,
"202004309778",,,,,,,,,,,,
"202012047222",,,,,,,,,,,,
"201905127139",,,,,,,,,,,,
"201904836032",,,,,,,,,,,,
"201808114051",1,1,20460,1540,0,,,,0,,,
"201907412432",,,,,,,,,,,,
"202012707356",,,,,,,,,,,,
"201902508114",1,1,8400,3600,1,1,8400,3600,1,1,8400,3600
"202003106384",1,1,2500,0,0,,,,0,,,
"201702807005",,,,,,,,,,,,
"201912457961",,,,,,,,,,,,
"202010669046",2,2,89300,0,2,2,89300,0,0,,,
"201906925629",,,,,,,,,,,,
"201507050779",,,,,,,,,,,,
"202006894724",1,1,12900,0,0,,,,0,,,
"201809500071",,,,,,,,,,,,
"201911058377",1,1,17900,0,0,,,,0,,,
"201808113919",,,,,,,,,,,,
"202101867255",1,2,25330,4470,1,2,25330,4470,1,2,25330,4470
"201910824948",,,,,,,,,,,,
"201909850645",,,,,,,,,,,,
"202012386040",,,,,,,,,,,,
"201911460194",2,2,73920,5880,2,2,73920,5880,0,,,
"201901252450",,,,,,,,,,,,
"202011662168",,,,,,,,,,,,
"201811940710",,,,,,,,,,,,
"201804793041",,,,,,,,,,,,
"202012412236",,,,,,,,,,,,
"201810381672",,,,,,,,,,,,
"202001833685",1,1,69350,9650,0,,,,0,,,
"202005944733",1,1,32160,8040,1,1,32160,8040,1,1,32160,8040
"202002942635",,,,,,,,,,,,
"201909002647",,,,,,,,,,,,
"201709304541",,,,,,,,,,,,
"201805008784",,,,,,,,,,,,
"201901302706",,,,,,,,,,,,
"201910792086",,,,,,,,,,,,
"201702833565",,,,,,,,,,,,
"201912299085",,,,,,,,,,,,
"201608481000",,,,,,,,,,,,
"201906166567",1,1,10900,0,1,1,10900,0,0,,,
"201808207135",,,,,,,,,,,,
"202102996099",,,,,,,,,,,,
"202005131749",,,,,,,,,,,,
"201904547687",4,5,50850,3650,4,5,50850,3650,1,1,5250,1650
"202012228110",,,,,,,,,,,,
"201808271535",,,,,,,,,,,,
"202101860510",,,,,,,,,,,,
"201910088058",,,,,,,,,,,,
"202005900264",,,,,,,,,,,,
"202012927320",,,,,,,,,,,,
"202001948349",,,,,,,,,,,,
"202010218799",,,,,,,,,,,,
"201904601000",,,,,,,,,,,,
"201905054734",,,,,,,,,,,,
"201909798803",,,,,,,,,,,,
"201911187286",,,,,,,,,,,,
"201903438270",,,,,,,,,,,,
"202101116566",,,,,,,,,,,,
"201811692770",1,2,13800,0,1,2,13800,0,1,2,13800,0
"201808181374",1,1,56810,3990,0,,,,0,,,
"201903772389",,,,,,,,,,,,
"202012108837",2,3,25190,2610,2,3,25190,2610,1,2,14290,2610
"202009199937",,,,,,,,,,,,
"201907557615",1,2,41550,1250,0,,,,0,,,
"202007668591",,,,,,,,,,,,
"201905141445",,,,,,,,,,,,
"201907526141",,,,,,,,,,,,
"201809526949",,,,,,,,,,,,
"202008172673",,,,,,,,,,,,
"202006330298",1,3,11700,0,0,,,,0,,,
"201810447467",,,,,,,,,,,,
"202012611632",,,,,,,,,,,,
"202012599465",,,,,,,,,,,,
"202001515531",,,,,,,,,,,,
"201906149734",,,,,,,,,,,,
"201908543534",,,,,,,,,,,,
"201911239451",,,,,,,,,,,,
"201804781705",,,,,,,,,,,,
"202102923466",,,,,,,,,,,,
"201705047500",2,2,40860,1340,0,,,,0,,,
"202002059277",1,2,59670,3130,1,1,8460,440,0,,,
"202005941723",,,,,,,,,,,,
"202004197404",2,7,23050,0,1,5,5250,0,0,,,
"202003144257",1,1,17420,0,1,1,17420,0,0,,,
"202012185784",2,2,85630,14170,0,,,,0,,,
"202004363245",,,,,,,,,,,,
"202010389406",1,1,8460,440,1,1,8460,440,0,,,
"201911054169",3,3,305790,56110,0,,,,0,,,
"202102813233",1,1,147000,11000,0,,,,0,,,
"201910976349",,,,,,,,,,,,
"201708191382",1,2,9400,0,1,2,9400,0,1,2,9400,0
"201806909291",,,,,,,,,,,,
"202008969416",,,,,,,,,,,,
"201903415360",1,1,5390,910,1,1,5390,910,1,1,5390,910
"201802589071",1,1,49000,0,0,,,,0,,,
"201909703922",,,,,,,,,,,,
"201810441516",,,,,,,,,,,,
"201705051548",,,,,,,,,,,,
"202003279094",3,6,99550,3850,2,2,92310,3490,0,,,
"201509066201",,,,,,,,,,,,
"202007623275",2,3,143580,6820,1,2,30530,870,0,,,
"201910859298",,,,,,,,,,,,
"201801485252",,,,,,,,,,,,
"201901084024",,,,,,,,,,,,
"201710322914",,,,,,,,,,,,
"201804730100",4,4,1723910,12990,0,,,,0,,,
"202012458453",,,,,,,,,,,,
"202001904977",,,,,,,,,,,,
"202001701869",,,,,,,,,,,,
"201905156313",,,,,,,,,,,,
"201910027188",,,,,,,,,,,,
"201909653636",,,,,,,,,,,,
"202101844975",,,,,,,,,,,,
"202006255664",,,,,,,,,,,,
"201803814224",5,10,148090,14670,3,4,50060,0,0,,,
"202008870764",,,,,,,,,,,,
"201709294178",3,3,89850,25950,2,2,33010,3790,0,,,
"201803821684",3,5,57030,6870,3,5,57030,6870,1,3,20630,6870
"202008071551",,,,,,,,,,,,
"202102795518",,,,,,,,,,,,
"202006224135",,,,,,,,,,,,
"202012307754",1,4,4800,0,1,4,4800,0,0,,,
"202006460525",,,,,,,,,,,,
"201807245328",2,2,18800,0,2,2,18800,0,0,,,
"202010822864",,,,,,,,,,,,
"202012654228",,,,,,,,,,,,
"201804876355",,,,,,,,,,,,
"202008177845",1,1,49880,2620,1,1,49880,2620,0,,,
"202011249722",,,,,,,,,,,,
"202005254380",1,1,15920,3980,1,1,15920,3980,0,,,
"202004561427",,,,,,,,,,,,
"202006360637",3,3,219950,26950,0,,,,0,,,
"201908574926",,,,,,,,,,,,
"201803693252",1,1,55100,3900,0,,,,0,,,
"201910103915",,,,,,,,,,,,
"202003666526",,,,,,,,,,,,
"201912450769",1,1,19900,0,1,1,19900,0,0,,,
"201809389819",,,,,,,,,,,,
"202011861371",,,,,,,,,,,,
"201909674190",,,,,,,,,,,,
"202001529317",,,,,,,,,,,,
"202008951923",2,2,71620,10180,2,2,71620,10180,0,,,
"201912539800",,,,,,,,,,,,
"202006053067",,,,,,,,,,,,
"202001024178",1,2,13800,0,1,2,13800,0,1,2,13800,0
"201807224537",,,,,,,,,,,,
"201907404464",,,,,,,,,,,,
"202008612176",1,1,8900,0,0,,,,0,,,
"201909754472",1,1,158000,11000,0,,,,0,,,
"201909901070",1,1,6600,0,1,1,6600,0,0,,,
"201809467078",,,,,,,,,,,,
"202003358056",,,,,,,,,,,,
"202008830513",,,,,,,,,,,,
"201910970601",1,6,8510,1790,1,6,8510,1790,0,,,
"201901051832",,,,,,,,,,,,
"201801526218",1,2,11180,3520,1,2,11180,3520,1,2,11180,3520
"202012953154",,,,,,,,,,,,
"201905172839",,,,,,,,,,,,
"202007913068",,,,,,,,,,,,
"202001716339",4,4,108380,11220,3,3,61480,6220,0,,,
"201809486858",7,7,174050,33150,6,6,126930,18270,1,1,30560,9640
"202007741205",1,1,11900,0,0,,,,0,,,
"201910766909",,,,,,,,,,,,
"202007588371",3,11,590970,2030,1,4,48700,0,0,,,
"201909699010",1,2,19800,0,0,,,,0,,,
"201801597082",1,2,79800,0,1,2,79800,0,0,,,
"202012720395",,,,,,,,,,,,
"202001803169",1,5,30410,11190,1,5,30410,11190,1,5,30410,11190
"201910104750",,,,,,,,,,,,
"202001926411",5,7,282690,32610,3,5,95730,11770,0,,,
"201909633727",2,2,36400,0,2,2,36400,0,0,,,
"201909632688",,,,,,,,,,,,
"201901973051",,,,,,,,,,,,
"201805025996",5,9,164230,9770,2,2,74400,9000,0,,,
"201807269804",,,,,,,,,,,,
"202101918221",,,,,,,,,,,,
"202011881933",,,,,,,,,,,,
"202001801570",2,2,32500,0,1,1,17900,0,0,,,
"201812864579",,,,,,,,,,,,
"202009625680",1,1,47900,1000,0,,,,0,,,
"202011738173",,,,,,,,,,,,
"201802644849",,,,,,,,,,,,
"201705993284",,,,,,,,,,,,
"201907472492",,,,,,,,,,,,
"201908350448",,,,,,,,,,,,
"201906129457",,,,,,,,,,,,
"201906942402",,,,,,,,,,,,
"201712448245",,,,,,,,,,,,
"202007543805",,,,,,,,,,,,
"202005268811",1,1,22900,0,0,,,,0,,,
"201804830498",,,,,,,,,,,,
"201806025848",,,,,,,,,,,,
"201805914520",,,,,,,,,,,,
"201811797045",,,,,,,,,,,,
"201801505662",3,3,103270,3730,3,3,103270,3730,0,,,
"202012189598",,,,,,,,,,,,
"201910791249",,,,,,,,,,,,
"201912562808",1,1,14310,590,0,,,,0,,,
"201611652432",1,6,104400,0,0,,,,0,,,
"201711433161",,,,,,,,,,,,
"202006131473",,,,,,,,,,,,
"202012203726",,,,,,,,,,,,
"201906232463",3,4,29350,1380,2,3,26350,1380,0,,,
"201801516894",,,,,,,,,,,,
"201811881521",,,,,,,,,,,,
"202008619313",,,,,,,,,,,,
"202006218264",,,,,,,,,,,,
"201903559577",,,,,,,,,,,,
"201901359037",,,,,,,,,,,,
"202012020628",2,2,6600,0,2,2,6600,0,0,,,
"202012298881",,,,,,,,,,,,
"201908421316",,,,,,,,,,,,
"202001786191",1,1,644580,82120,0,,,,0,,,
"202012620002",,,,,,,,,,,,
"201905855081",1,1,64600,4400,0,,,,0,,,
"202008140602",,,,,,,,,,,,
"201904666524",1,1,6900,0,1,1,6900,0,1,1,6900,0
"201809405619",1,1,4240,0,1,1,4240,0,0,,,
"202001938816",,,,,,,,,,,,
"201908675032",5,5,134780,9420,4,4,115870,8430,0,,,
"201512103662",5,6,117580,12020,2,3,44810,2890,0,,,
"201705981559",1,9,72950,2750,1,9,72950,2750,0,,,
"201906906129",2,2,28640,5800,1,1,16380,5160,0,,,
"201907354835",1,1,55860,3940,0,,,,0,,,
"201912321454",,,,,,,,,,,,
"201911050020",,,,,,,,,,,,
"202008026506",1,2,78810,3990,1,2,78810,3990,0,,,
"201903696013",,,,,,,,,,,,
"202004491635",1,2,34650,0,1,2,34650,0,0,,,
"202102824941",,,,,,,,,,,,
"201906076644",2,3,42420,1280,0,,,,0,,,
"201911466365",2,3,41700,3000,2,3,41700,3000,0,,,
"202008897454",1,1,35400,3500,1,1,35400,3500,0,,,
"201807290408",,,,,,,,,,,,
"202101001889",,,,,,,,,,,,
"201901303862",,,,,,,,,,,,
"202012129808",3,3,65370,3430,2,2,37910,1990,0,,,
"201911340234",,,,,,,,,,,,
"202008650718",15,21,758100,65100,2,5,24100,0,0,,,
"202002841916",,,,,,,,,,,,
"201903784257",,,,,,,,,,,,
"201907322721",,,,,,,,,,,,
"202012422661",,,,,,,,,,,,
"202008135727",1,3,37860,1980,1,3,37860,1980,0,,,
"202004604128",,,,,,,,,,,,
"201810402356",,,,,,,,,,,,
"202101115044",,,,,,,,,,,,
"201812153196",,,,,,,,,,,,
"202011308851",2,2,67300,16500,2,2,67300,16500,0,,,
"201707164511",,,,,,,,,,,,
"201710248836",1,1,35910,3990,1,1,35910,3990,0,,,
"202003307133",,,,,,,,,,,,
"202102824007",,,,,,,,,,,,
"201810471374",,,,,,,,,,,,
"201903551212",4,5,167400,51000,0,,,,0,,,
"201612657497",,,,,,,,,,,,
"201904696965",,,,,,,,,,,,
"201811908788",,,,,,,,,,,,
"202001512202",,,,,,,,,,,,
"201811766190",,,,,,,,,,,,
"202012215533",,,,,,,,,,,,
"201901173715",,,,,,,,,,,,
"202003394367",2,3,45340,6360,1,1,34120,5780,0,,,
"202002795940",,,,,,,,,,,,
"201811873445",,,,,,,,,,,,
"201808145303",2,7,116130,16170,1,6,62060,340,0,,,
"201903608836",,,,,,,,,,,,
"201907464926",,,,,,,,,,,,
"201911216576",,,,,,,,,,,,
"201911257933",,,,,,,,,,,,
"202012450931",,,,,,,,,,,,
"202007492364",,,,,,,,,,,,
"201809510905",2,3,20170,1430,1,2,14100,0,1,2,14100,0
"201909705336",,,,,,,,,,,,
"201912370113",1,1,479180,40820,0,,,,0,,,
"201803716600",,,,,,,,,,,,
"202011777932",2,2,23350,2450,0,,,,0,,,
"202101801782",,,,,,,,,,,,
"202102766395",,,,,,,,,,,,
"201902399052",,,,,,,,,,,,
"201810603230",1,4,33960,8940,1,4,33960,8940,1,4,33960,8940
"201804762690",2,2,145580,25320,1,1,8580,4320,1,1,8580,4320
"201910897892",,,,,,,,,,,,
"202010853270",,,,,,,,,,,,
"201905028361",,,,,,,,,,,,
"202004351300",2,8,853150,285850,0,,,,0,,,
"201904703884",,,,,,,,,,,,
"202012443283",,,,,,,,,,,,
"202010204625",1,1,9030,3870,1,1,9030,3870,1,1,9030,3870
"201905095202",,,,,,,,,,,,
"202010338052",,,,,,,,,,,,
"201805956686",,,,,,,,,,,,
"202012487513",,,,,,,,,,,,
"202012478828",2,2,13400,0,0,,,,0,,,
"201709268128",1,1,12550,1350,0,,,,0,,,
"201806011424",7,10,559190,113910,3,6,186560,54640,3,6,186560,54640
"202006212706",,,,,,,,,,,,
